budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
26364.25,Education,25-34,Engagement,1811557,49071,2798,0.0237,0.54,LinkedIn
38073.91,Education,18-24,Lead Generation,2708849,212154,18465,0.0801,0.18,YouTube Shorts
49250.49,Gaming,18-24,Engagement,2915553,460944,59527,0.1611,0.11,YouTube Shorts
1523.23,Healthcare,13-17,Traffic,132515,6252,1325,0.0488,0.24,YouTube Shorts
31791.9,Food,35-44,Engagement,2851008,100725,7128,0.0396,0.32,Facebook
35011.86,Education,45-54,Traffic,2937034,113363,8897,0.0332,0.31,Facebook
2027.47,Education,25-34,Awareness,158353,3421,236,0.0263,0.59,Pinterest
33717.24,E-commerce,45-54,Engagement,3115391,39417,197,0.0062,0.86,Facebook
1747.07,Tech,35-44,Awareness,140030,9692,651,0.0638,0.18,Twitter
25303.85,Food,18-24,Conversion,2882451,522448,49006,0.1901,0.05,YouTube Shorts
48094.91,Real Estate,35-44,Lead Generation,4253941,158001,14199,0.0319,0.3,Pinterest
25325.02,Real Estate,18-24,Conversion,2083036,107890,15890,0.0585,0.23,Instagram
1479.89,E-commerce,45-54,Awareness,95763,1158,95,0.0197,1.28,Twitter
18114.81,Services,35-44,Conversion,1224324,46768,2768,0.0374,0.39,Facebook
39370.81,Gaming,45-54,Conversion,3034679,160991,4287,0.0556,0.24,Twitter
22780.77,Real Estate,55+,Traffic,1615386,42565,2876,0.0261,0.54,Facebook
21425.07,Healthcare,18-24,Engagement,1612228,31683,1964,0.0201,0.68,Instagram
34644.05,Real Estate,18-24,Traffic,3123973,109683,10407,0.0263,0.32,Instagram
32600.99,Food,13-17,Conversion,2209566,314847,57150,0.1384,0.1,TikTok
12851.46,Automotive,35-44,Engagement,903927,35552,3150,0.0466,0.36,Facebook
19587.87,E-commerce,45-54,Awareness,1684649,51592,3204,0.027,0.38,LinkedIn
25153.0,Healthcare,35-44,Awareness,2016204,77795,5130,0.0373,0.32,Pinterest
948.18,Education,18-24,Conversion,98947,16714,1355,0.1649,0.06,TikTok
43934.77,E-commerce,18-24,Lead Generation,3160765,297345,32103,0.0855,0.15,YouTube Shorts
29942.76,E-commerce,25-34,Conversion,2395493,154972,3673,0.0654,0.19,Instagram
31030.79,Real Estate,18-24,Conversion,3434458,393165,37436,0.1154,0.08,YouTube Shorts
27147.43,Gaming,35-44,Conversion,2197730,84916,6183,0.0331,0.32,Facebook
43749.28,Tech,35-44,Lead Generation,4553464,155725,12811,0.04,0.28,LinkedIn
25253.97,Tech,18-24,Traffic,2308375,130363,24123,0.0648,0.19,YouTube Shorts
10896.45,Gaming,13-17,Engagement,900273,122452,9777,0.1358,0.09,TikTok
33378.86,Healthcare,55+,Engagement,3321956,96501,4608,0.0307,0.35,Facebook
27009.91,Automotive,45-54,Traffic,2358852,65667,4105,0.0273,0.41,Twitter
16673.76,Travel,35-44,Lead Generation,1419529,127015,2183,0.0842,0.13,Pinterest
43011.43,Travel,18-24,Awareness,3762202,429536,78878,0.1161,0.1,TikTok
23229.87,Education,35-44,Lead Generation,2489434,21221,1096,0.0223,1.09,Pinterest
36077.61,Real Estate,18-24,Lead Generation,3096325,194610,13556,0.0664,0.19,YouTube Shorts
6361.54,Fashion,18-24,Engagement,597971,9025,434,0.0158,0.7,Twitter
28809.65,Gaming,25-34,Engagement,2231384,366703,55607,0.1624,0.08,TikTok
10581.52,Healthcare,13-17,Awareness,1119176,210471,41517,0.1883,0.05,YouTube Shorts
25858.1,Travel,25-34,Traffic,2628005,79306,8460,0.0275,0.33,LinkedIn
23975.62,Education,18-24,Conversion,2396432,389778,74192,0.1612,0.06,TikTok
24512.19,Education,35-44,Awareness,2609379,63354,3424,0.0226,0.39,Facebook
4247.14,Fashion,25-34,Conversion,420935,8302,671,0.0172,0.51,LinkedIn
49094.51,Food,18-24,Awareness,3810787,124300,8998,0.042,0.39,Twitter
35478.4,Fashion,13-17,Conversion,2946528,286012,31996,0.0942,0.12,TikTok
33253.37,Automotive,35-44,Traffic,3581226,142061,9701,0.0327,0.23,Pinterest
38045.84,Travel,25-34,Traffic,2710000,93702,5432,0.0267,0.41,LinkedIn
8354.6,Gaming,13-17,Lead Generation,959502,65717,8969,0.0658,0.13,YouTube Shorts
15691.77,Gaming,35-44,Traffic,1688140,9576,833,0.0119,1.64,LinkedIn
21530.12,Automotive,45-54,Traffic,1840085,13593,957,0.0063,1.58,LinkedIn
22813.43,Fashion,55+,Traffic,2231560,40083,3118,0.0234,0.57,Twitter
16563.33,Fashion,25-34,Lead Generation,1172266,98775,3225,0.0819,0.17,Pinterest
40839.52,Healthcare,35-44,Lead Generation,3827904,93150,4585,0.023,0.44,Pinterest
11252.93,E-commerce,45-54,Engagement,1039468,24930,1529,0.0267,0.45,Twitter
44947.0,Gaming,35-44,Awareness,3623451,366218,53389,0.1034,0.12,Instagram
49945.18,Gaming,35-44,Conversion,4704188,152813,8422,0.0376,0.33,Pinterest
42534.36,Automotive,55+,Conversion,4024090,23633,1745,0.0119,1.8,Twitter
35454.85,Real Estate,35-44,Traffic,2423872,52342,1541,0.0304,0.68,Pinterest
49538.62,Education,18-24,Engagement,3845080,634964,62145,0.1719,0.08,TikTok
46492.41,Travel,13-17,Conversion,4050304,259681,36867,0.0585,0.18,TikTok
25448.19,Gaming,25-34,Awareness,2567242,139776,10210,0.0534,0.18,Twitter
35008.22,Education,18-24,Conversion,2720853,245332,45975,0.084,0.14,YouTube Shorts
2595.94,Real Estate,18-24,Engagement,218050,29034,3018,0.1323,0.09,YouTube Shorts
35132.16,Travel,55+,Conversion,4599825,44533,2393,0.0152,0.79,Facebook
46104.72,E-commerce,35-44,Traffic,4688554,0,0,0.0026,46104.72,LinkedIn
10955.98,Food,45-54,Conversion,848523,33187,1568,0.0421,0.33,Twitter
23517.97,Travel,55+,Awareness,1828065,45502,3010,0.0232,0.52,Facebook
39575.77,Fashion,35-44,Conversion,2608659,176140,7852,0.0681,0.22,Pinterest
38084.98,Fashion,35-44,Lead Generation,2866028,93802,3673,0.0387,0.41,Twitter
41417.61,Real Estate,35-44,Engagement,2897299,50568,3324,0.0165,0.82,Pinterest
41551.05,Real Estate,35-44,Traffic,3758907,100993,5825,0.0193,0.41,Pinterest
655.47,Real Estate,25-34,Conversion,65899,1857,118,0.0284,0.35,Pinterest
21221.06,Healthcare,18-24,Lead Generation,2326197,313133,46114,0.129,0.07,YouTube Shorts
49477.83,Healthcare,25-34,Lead Generation,3834988,295527,34579,0.0685,0.17,YouTube Shorts
33075.09,Gaming,13-17,Conversion,2931523,280770,52674,0.0993,0.12,YouTube Shorts
44549.24,Real Estate,45-54,Lead Generation,3836322,202478,12303,0.0473,0.22,Pinterest
27856.78,Food,35-44,Engagement,2535839,115877,7626,0.0522,0.24,Pinterest
24792.87,Fashion,35-44,Engagement,2415585,198256,19964,0.0743,0.13,Pinterest
46975.3,Education,45-54,Conversion,3374945,111780,8574,0.0424,0.42,Pinterest
13005.98,Education,45-54,Awareness,1210645,33746,2278,0.0264,0.39,Twitter
11986.76,Food,35-44,Lead Generation,913759,8200,342,0.0091,1.46,Twitter
47260.95,Automotive,25-34,Lead Generation,4725256,338818,48888,0.0648,0.14,Instagram
38587.72,E-commerce,13-17,Lead Generation,3501636,340465,11840,0.0965,0.11,YouTube Shorts
25737.77,Education,45-54,Engagement,2853558,22034,1448,0.0092,1.17,Twitter
11167.29,Automotive,13-17,Traffic,917007,151068,21061,0.1636,0.07,TikTok
19908.63,Real Estate,18-24,Traffic,1558972,195099,14684,0.1214,0.1,TikTok
16243.45,Real Estate,35-44,Traffic,1346754,32879,1551,0.0275,0.49,LinkedIn
15041.91,Services,35-44,Conversion,1662768,52555,3727,0.0371,0.29,Facebook
44300.33,Tech,35-44,Lead Generation,3602524,242652,4744,0.0702,0.18,Twitter
17670.86,E-commerce,25-34,Awareness,1735702,60008,5231,0.0367,0.29,Instagram
17497.64,E-commerce,13-17,Traffic,1437299,54653,2024,0.0364,0.32,Twitter
9874.97,Education,13-17,Traffic,965842,59153,5035,0.064,0.17,YouTube Shorts
3252.47,Healthcare,13-17,Conversion,221944,27455,1588,0.1322,0.12,TikTok
37994.49,Tech,13-17,Engagement,3046210,293524,30106,0.088,0.13,YouTube Shorts
21782.9,Healthcare,18-24,Lead Generation,1665188,188557,24663,0.1223,0.12,TikTok
7285.93,Healthcare,18-24,Traffic,818446,116471,8313,0.1503,0.06,YouTube Shorts
29280.15,Travel,13-17,Engagement,2961799,321744,59983,0.1123,0.09,TikTok
1035.15,Education,35-44,Engagement,89437,3746,811,0.0475,0.28,Instagram
11700.62,Gaming,25-34,Lead Generation,1168144,162756,21601,0.1344,0.07,TikTok
39579.87,Travel,45-54,Traffic,2458462,53874,4048,0.0254,0.73,Twitter
1848.88,Travel,25-34,Engagement,163291,11706,1548,0.0685,0.16,Instagram
17865.55,E-commerce,13-17,Conversion,1796839,147300,988,0.0896,0.12,YouTube Shorts
29035.39,Fashion,35-44,Lead Generation,2858667,151632,9782,0.0557,0.19,Pinterest
2116.62,Education,18-24,Traffic,169993,12009,1466,0.0698,0.18,YouTube Shorts
11587.14,Education,35-44,Lead Generation,997021,40761,2299,0.0405,0.28,Facebook
27757.84,Fashion,18-24,Engagement,2537462,295129,51704,0.1241,0.09,TikTok
22483.7,Tech,18-24,Awareness,2570527,481068,44099,0.1917,0.05,TikTok
1943.18,Food,45-54,Conversion,149484,10537,666,0.0612,0.18,Pinterest
13485.98,Gaming,13-17,Conversion,1012150,25594,2064,0.031,0.53,TikTok
2631.09,Healthcare,35-44,Traffic,140138,2781,208,0.0183,0.95,Pinterest
12238.65,Gaming,25-34,Traffic,1330118,29514,1526,0.03,0.41,Pinterest
45128.36,Education,18-24,Lead Generation,4506546,251253,38497,0.0531,0.18,Instagram
36554.36,Food,45-54,Awareness,3272666,89504,5060,0.0327,0.41,Twitter
22992.96,Travel,35-44,Conversion,1483023,27328,1298,0.0232,0.84,Pinterest
11522.47,Fashion,18-24,Lead Generation,1197412,51965,5532,0.045,0.22,Instagram
44949.25,Education,13-17,Traffic,3669154,274893,36773,0.0806,0.16,YouTube Shorts
41592.47,Automotive,25-34,Conversion,2977020,200606,16339,0.0723,0.21,TikTok
3005.81,Healthcare,35-44,Traffic,314932,1974,102,0.0059,1.52,Facebook
16028.47,Education,25-34,Engagement,1702010,33514,2021,0.0203,0.48,Pinterest
35617.22,Automotive,18-24,Conversion,3444223,144705,17769,0.0452,0.25,Instagram
11478.21,Automotive,13-17,Awareness,881167,23288,1113,0.0364,0.49,Twitter
33308.42,Services,35-44,Traffic,2643944,29618,810,0.0164,1.12,Twitter
11204.4,Food,25-34,Conversion,908430,80831,5402,0.0806,0.14,Pinterest
20718.55,Food,18-24,Traffic,1493962,250237,18639,0.1649,0.08,YouTube Shorts
44836.65,Food,25-34,Engagement,2850614,54489,3110,0.0153,0.82,LinkedIn
27506.32,Food,35-44,Awareness,2183816,48282,2964,0.0263,0.57,Facebook
49632.8,Tech,18-24,Lead Generation,4228076,178324,7009,0.0445,0.28,Twitter
43372.03,Education,13-17,Lead Generation,3284796,598432,26809,0.1899,0.07,TikTok
25285.19,Real Estate,55+,Awareness,2004084,52393,2732,0.0294,0.48,Twitter
26418.23,Food,25-34,Traffic,961846,13562,784,0.0113,1.95,LinkedIn
30322.26,Healthcare,35-44,Traffic,2447473,53937,4255,0.0186,0.56,LinkedIn
32785.65,Real Estate,35-44,Awareness,3086325,46918,2163,0.0134,0.7,Facebook
9580.89,Education,18-24,Traffic,780288,58832,6345,0.075,0.16,TikTok
24394.32,Tech,55+,Engagement,2410423,116701,6705,0.0369,0.21,Facebook
40395.96,Tech,45-54,Lead Generation,2157086,73447,4864,0.0322,0.55,Facebook
49576.95,Real Estate,35-44,Engagement,4864126,77570,6363,0.0141,0.64,Pinterest
13961.75,Fashion,25-34,Lead Generation,1487555,137664,8386,0.0937,0.1,Pinterest
41944.52,E-commerce,25-34,Lead Generation,3413527,251496,19096,0.074,0.17,Pinterest
5619.99,Tech,35-44,Lead Generation,555470,23862,1275,0.0398,0.24,Twitter
27940.66,Fashion,25-34,Awareness,2762353,52518,5456,0.0212,0.53,LinkedIn
11673.52,Services,25-34,Engagement,981320,26521,3530,0.0274,0.44,Instagram
44620.25,Healthcare,35-44,Conversion,2456606,65796,1307,0.0274,0.68,Pinterest
34885.36,Gaming,13-17,Lead Generation,3136171,172195,12752,0.0462,0.2,Twitter
40302.74,Food,35-44,Awareness,4088736,94139,9504,0.0268,0.43,LinkedIn
42572.99,Services,13-17,Lead Generation,2991409,340190,72393,0.1081,0.13,YouTube Shorts
41704.65,Real Estate,25-34,Conversion,4970194,224114,7752,0.0418,0.19,Twitter
25157.43,Automotive,18-24,Traffic,1731060,146900,19031,0.0807,0.17,TikTok
45432.9,Food,25-34,Conversion,4372265,645716,73089,0.1454,0.07,TikTok
48771.41,Services,45-54,Awareness,4281998,186059,18931,0.0494,0.26,LinkedIn
12918.52,Gaming,18-24,Awareness,1113025,70627,4003,0.0664,0.18,Twitter
8719.6,E-commerce,13-17,Engagement,740939,55636,9036,0.0758,0.16,TikTok
30891.98,Fashion,45-54,Traffic,2192481,0,0,0.0024,30891.98,Facebook
47751.01,Gaming,13-17,Awareness,3670418,684814,123003,0.1956,0.07,YouTube Shorts
8545.63,E-commerce,35-44,Awareness,633025,29046,2434,0.0351,0.29,Twitter
13085.93,Fashion,35-44,Lead Generation,1177887,46446,3054,0.0449,0.28,Facebook
21922.19,Fashion,35-44,Conversion,2639961,87756,1797,0.0349,0.25,Twitter
39674.78,Food,55+,Conversion,2770663,38954,1544,0.0111,1.02,Facebook
48561.54,Healthcare,13-17,Traffic,2283184,293776,36735,0.1253,0.17,YouTube Shorts
7882.47,Healthcare,55+,Awareness,806330,9144,279,0.0095,0.86,Facebook
1693.45,Tech,25-34,Engagement,137221,6145,459,0.0367,0.28,LinkedIn
2893.95,E-commerce,35-44,Engagement,298439,18570,1812,0.0565,0.16,Instagram
46801.22,Tech,35-44,Engagement,3954154,117752,6151,0.027,0.4,Pinterest
28794.58,Fashion,13-17,Awareness,2182288,252704,46382,0.1151,0.11,YouTube Shorts
4465.23,Automotive,25-34,Traffic,351841,14023,978,0.0422,0.32,Instagram
47644.56,Gaming,45-54,Lead Generation,3605476,74104,4428,0.0217,0.64,Pinterest
49731.81,Real Estate,13-17,Lead Generation,3986731,313872,54632,0.092,0.16,TikTok
4320.78,Automotive,18-24,Awareness,375018,7066,885,0.0172,0.61,Instagram
4299.52,Automotive,18-24,Engagement,454869,32550,516,0.0731,0.13,Instagram
9265.57,E-commerce,18-24,Engagement,795489,27971,1107,0.0353,0.33,Twitter
9362.07,Education,35-44,Engagement,1067531,55244,4366,0.0477,0.17,LinkedIn
32549.17,Tech,18-24,Awareness,2221709,362868,40949,0.1518,0.09,YouTube Shorts
17042.54,Travel,18-24,Conversion,1001853,172414,23968,0.1699,0.1,TikTok
34756.5,E-commerce,25-34,Lead Generation,1798569,63505,1913,0.0328,0.55,LinkedIn
33935.07,Gaming,35-44,Engagement,2286945,53039,5376,0.0242,0.64,Pinterest
28991.87,Automotive,13-17,Traffic,1873652,361543,48283,0.1999,0.08,YouTube Shorts
18064.18,Real Estate,18-24,Conversion,1652984,93105,17796,0.0533,0.19,TikTok
25902.17,Services,13-17,Traffic,1966487,79171,11298,0.0449,0.33,YouTube Shorts
25063.84,Tech,18-24,Awareness,2176698,135489,9217,0.0628,0.18,Instagram
18401.53,Tech,13-17,Awareness,1204935,163928,7940,0.1363,0.11,TikTok
44587.59,Automotive,35-44,Traffic,4667418,133624,8536,0.027,0.33,Pinterest
8648.72,Healthcare,35-44,Conversion,900375,27019,881,0.0199,0.32,Facebook
4537.96,Healthcare,25-34,Awareness,297678,5130,316,0.0207,0.88,LinkedIn
32644.25,Education,13-17,Engagement,2270257,33033,1182,0.0189,0.99,Twitter
23196.67,Food,45-54,Lead Generation,2370620,77579,6217,0.0376,0.3,Facebook
546.01,Education,25-34,Lead Generation,37740,2135,267,0.0465,0.26,TikTok
46759.92,Travel,55+,Lead Generation,3776394,142751,8074,0.0387,0.33,Twitter
9531.67,Travel,13-17,Awareness,1042169,36915,1136,0.0353,0.26,Twitter
10725.76,Fashion,18-24,Traffic,1179454,76864,8534,0.0651,0.14,Instagram
18826.49,Real Estate,35-44,Awareness,1273524,18851,856,0.0149,1.0,Pinterest
16188.66,Real Estate,18-24,Traffic,1550213,145670,19946,0.0968,0.11,TikTok
16743.92,Travel,18-24,Lead Generation,1603634,101345,7864,0.0672,0.17,Instagram
43140.19,Fashion,55+,Conversion,3596231,58297,4379,0.0217,0.74,Twitter
47314.61,Real Estate,13-17,Conversion,4640840,651183,99505,0.146,0.07,TikTok
3154.92,Fashion,18-24,Lead Generation,264206,38603,4024,0.1517,0.08,TikTok
31984.34,Healthcare,18-24,Lead Generation,3056714,172361,19903,0.0491,0.19,TikTok
42023.27,Food,18-24,Conversion,4458740,345845,49915,0.0758,0.12,TikTok
15661.9,Tech,13-17,Traffic,1194460,120574,16985,0.1029,0.13,YouTube Shorts
15264.49,Fashion,18-24,Lead Generation,1228113,91284,9989,0.0742,0.17,YouTube Shorts
26614.4,Tech,35-44,Engagement,1759438,35589,2043,0.0236,0.75,Facebook
4131.52,Gaming,18-24,Traffic,459375,28769,3012,0.0556,0.14,TikTok
32612.98,Services,18-24,Traffic,2632436,138160,25704,0.0521,0.24,TikTok
49788.86,Gaming,25-34,Awareness,4694946,368026,38147,0.0854,0.14,Instagram
25892.48,Automotive,35-44,Engagement,2473777,82841,5580,0.0305,0.31,Facebook
35425.35,E-commerce,13-17,Awareness,2984209,332411,53205,0.1071,0.11,YouTube Shorts
45933.12,Education,18-24,Engagement,3342928,231306,14570,0.0653,0.2,Instagram
37085.03,Gaming,25-34,Lead Generation,3244629,316354,52149,0.094,0.12,Instagram
23306.31,Healthcare,45-54,Traffic,1977158,57645,4407,0.0332,0.4,Pinterest
42947.77,Food,35-44,Awareness,4490301,83384,4080,0.0152,0.52,Facebook
529.6,Real Estate,13-17,Conversion,46284,611,35,0.0166,0.87,Twitter
43857.29,Fashion,35-44,Lead Generation,4250498,179594,11255,0.0361,0.24,Twitter
15254.28,Tech,35-44,Traffic,1170639,42406,1793,0.0346,0.36,Pinterest
1527.52,Education,18-24,Engagement,125973,21280,1615,0.1698,0.07,TikTok
25833.13,Real Estate,35-44,Traffic,1850599,35802,1100,0.0236,0.72,Pinterest
35196.3,Travel,18-24,Conversion,1952424,65644,5003,0.0303,0.54,Twitter
20374.13,E-commerce,25-34,Lead Generation,1183806,18279,1051,0.0174,1.11,Twitter
47415.1,Travel,25-34,Conversion,4221812,66605,5571,0.016,0.71,LinkedIn
31569.61,Healthcare,25-34,Conversion,2911148,118793,5872,0.0418,0.27,Pinterest
7851.09,Food,35-44,Traffic,806513,48187,2566,0.0611,0.16,Pinterest
32318.36,Healthcare,18-24,Conversion,3428141,250532,35411,0.0755,0.13,YouTube Shorts
23889.51,Automotive,35-44,Traffic,2214635,5054,170,0.0042,4.73,Pinterest
42755.9,Healthcare,18-24,Awareness,3482073,301235,19194,0.0854,0.14,YouTube Shorts
4943.1,Real Estate,45-54,Awareness,404176,11345,515,0.0299,0.44,Pinterest
28735.27,E-commerce,45-54,Lead Generation,2787418,18564,947,0.0153,1.55,Facebook
36579.06,E-commerce,18-24,Traffic,3344798,80907,9141,0.0242,0.45,Instagram
2955.49,Automotive,13-17,Engagement,242515,14032,1782,0.0564,0.21,YouTube Shorts
13456.68,Healthcare,45-54,Traffic,1237166,26205,2004,0.0207,0.51,Facebook
40684.43,E-commerce,25-34,Engagement,3324508,157846,7717,0.0415,0.26,Twitter
40352.32,Gaming,45-54,Engagement,3351223,76354,4669,0.0144,0.53,LinkedIn
23478.1,Real Estate,25-34,Lead Generation,1905408,172142,18954,0.092,0.14,Instagram
37556.13,Travel,35-44,Awareness,1734107,91241,7207,0.0523,0.41,Pinterest
33503.21,Real Estate,35-44,Traffic,2797362,85103,6633,0.0306,0.39,LinkedIn
42035.44,Travel,35-44,Awareness,3118634,100834,9394,0.0247,0.42,LinkedIn
17411.24,Food,25-34,Conversion,1278184,108526,18363,0.083,0.16,Instagram
17330.22,Real Estate,25-34,Conversion,1435560,160422,21556,0.1134,0.11,TikTok
35476.9,Healthcare,18-24,Lead Generation,3292551,238008,10694,0.0691,0.15,TikTok
22052.12,Real Estate,35-44,Lead Generation,1930611,93089,11890,0.0567,0.24,Instagram
5518.3,Healthcare,55+,Traffic,582531,17117,1373,0.0242,0.32,Facebook
36517.74,Food,55+,Traffic,3896793,128215,5001,0.0301,0.28,Facebook
24744.4,Education,18-24,Engagement,1330469,161341,15823,0.1185,0.15,YouTube Shorts
25580.95,Healthcare,55+,Engagement,2411224,87542,6761,0.0375,0.29,Twitter
36988.05,E-commerce,35-44,Traffic,2966276,36896,2479,0.0042,1.0,Facebook
26141.52,Healthcare,18-24,Lead Generation,1596343,163942,18842,0.1065,0.16,TikTok
12371.09,Food,35-44,Engagement,1056885,43696,2032,0.0408,0.28,Facebook
20414.2,Travel,18-24,Traffic,1493722,246436,30279,0.1616,0.08,TikTok
19966.44,Tech,25-34,Awareness,1968661,70586,12189,0.0423,0.28,Instagram
20509.96,Services,45-54,Traffic,2069637,69657,5769,0.0428,0.29,LinkedIn
31723.14,Food,45-54,Traffic,2642657,96171,3548,0.0412,0.33,Facebook
24538.9,Services,35-44,Awareness,2897146,187403,13267,0.0685,0.13,Instagram
5567.17,Real Estate,25-34,Conversion,506583,30620,3800,0.0548,0.18,Instagram
20007.46,Tech,18-24,Lead Generation,1762565,91680,6323,0.0447,0.22,Twitter
32609.81,Services,25-34,Lead Generation,2927637,210086,19891,0.0767,0.16,YouTube Shorts
33981.72,Travel,13-17,Engagement,2529227,309406,35335,0.13,0.11,YouTube Shorts
22788.7,Services,18-24,Lead Generation,1871231,141053,19393,0.0734,0.16,Instagram
22568.36,Education,35-44,Engagement,1945325,141793,14818,0.0672,0.16,Instagram
37695.45,Tech,45-54,Traffic,4007311,91980,7766,0.0235,0.41,LinkedIn
38383.16,Travel,55+,Awareness,2922937,88547,5440,0.031,0.43,Facebook
10572.66,Gaming,25-34,Conversion,627596,48985,3293,0.0748,0.22,TikTok
37173.03,Services,45-54,Traffic,3646918,38853,4329,0.0121,0.96,Facebook
11802.4,Tech,13-17,Engagement,668603,66346,5202,0.1015,0.18,YouTube Shorts
29072.2,Automotive,18-24,Conversion,1763141,234254,27483,0.1323,0.12,TikTok
25967.24,Real Estate,25-34,Conversion,2007565,86223,11371,0.034,0.3,YouTube Shorts
24035.45,Food,18-24,Engagement,2191334,308565,41708,0.1377,0.08,TikTok
3579.15,Travel,35-44,Lead Generation,216196,17107,2059,0.0729,0.21,Instagram
15244.04,Tech,18-24,Engagement,1259013,67459,5487,0.056,0.23,TikTok
853.53,Tech,25-34,Lead Generation,70659,2409,257,0.0423,0.35,Instagram
5286.38,Fashion,18-24,Lead Generation,402961,31424,4222,0.0804,0.17,TikTok
46823.39,Food,18-24,Lead Generation,2754918,356173,30021,0.128,0.13,YouTube Shorts
49341.04,Automotive,25-34,Awareness,4209654,162629,14623,0.039,0.3,Pinterest
22914.83,Real Estate,55+,Engagement,2124169,35767,1919,0.0269,0.64,Twitter
49940.25,Fashion,35-44,Awareness,4356804,69865,2552,0.0171,0.71,Facebook
16164.63,Travel,25-34,Engagement,1478271,105017,6608,0.0668,0.15,Pinterest
47444.29,Tech,35-44,Conversion,4050388,81409,2210,0.0218,0.58,Facebook
11050.53,Fashion,18-24,Awareness,640290,13628,1047,0.0332,0.81,Twitter
42739.2,Food,35-44,Awareness,3966135,61911,5472,0.0063,0.69,LinkedIn
33566.16,Healthcare,18-24,Awareness,3026930,169242,19106,0.0562,0.2,Instagram
17432.44,Gaming,18-24,Conversion,1293177,96770,11737,0.0834,0.18,TikTok
